uid,order_no,date,qty,price,genre,author
35501992,10435,2023-10-28,1,8.5,Romance,"Shalvis, Jill"
35501992,10435,2023-10-28,1,4.99,Stickers,
75194192,10438,2023-10-28,1,3.0,Romance,"Wells, Maggie"
75194192,10438,2023-10-28,1,2.99,Mystery,"Helm, Nicole"
75194192,10438,2023-10-28,1,9.5,Romance,"Wiggs, Susan"
75194192,10438,2023-10-28,1,4.0,Romance,"March, Emily"
23378025,10439,2023-10-28,1,5.0,Mystery,"Margolin, Phillip"
23378025,10439,2023-10-28,1,5.0,American History,"Hoag, Tami"
53827975,10441,2023-10-28,1,9.0,Business & Management,"Sandel, Michael J."
53827975,10441,2023-10-28,1,9.0,Fiction,"Hardiman, Rebecca"
75428518,10442,2023-10-28,1,5.5,Mystery,"Grafton, Sue"
75428518,10442,2023-10-28,1,8.0,Mystery,"Grafton, Sue"
75428518,10442,2023-10-28,1,7.0,Mystery,"Wills, Deleen"
75428518,10442,2023-10-28,1,5.98,Mystery,"Smith, Alexander McCall"
75428518,10442,2023-10-28,1,3.5,Mystery,"Stabenow, Dana"
75428518,10442,2023-10-28,1,9.0,Mystery,"Bowen, Rhys"
75428518,10442,2023-10-28,1,5.34,Mystery,"McCall Smith, Alexander"
75428518,10442,2023-10-28,1,7.99,Mystery,"Putnam, Cara"
75428518,10442,2023-10-28,1,7.99,Mystery,"Dodge, Vera"
75428518,10442,2023-10-28,1,4.0,Mystery,"Fowler, Earlene"
72554739,10443,2023-10-28,1,9.5,Romance,"Shalvis, Jill"
72554739,10443,2023-10-28,1,5.0,Romance,"Mallery, Susan"
72554739,10443,2023-10-28,1,4.5,Romance,"Mallery, Susan"
72554739,10443,2023-10-28,1,9.0,Romance,"Mallery, Susan"
72554739,10443,2023-10-28,1,4.98,Romance,"Shalvis, Jill"
83206146,10445,2023-10-28,1,2.5,Kid's Chapter Books,"Roy, Ron"
83206146,10445,2023-10-28,1,4.0,Kid's Chapter Books,"Harper, Charise Mericle"
19301747,10449,2023-10-30,1,5.0,Mystery,"Parker, Robert B."
8608475,10450,2023-10-30,1,8.5,Fiction,"Radish, Kris"
59739180,10451,2023-10-30,1,3.99,,
59739180,10451,2023-10-30,1,3.99,,
59739180,10451,2023-10-30,1,3.5,Westerns,"L'Amour, Louis"
59739180,10451,2023-10-30,1,3.5,Westerns,"L'Amour, Louis"
59739180,10451,2023-10-30,1,3.99,Westerns,"L'Amour, Louis"
53869371,10452,2023-10-30,1,5.0,Mystery,"Baldacci, David"
53869371,10452,2023-10-30,1,5.0,Romance,"Carr, Robyn"
53869371,10452,2023-10-30,1,4.0,Westerns,
53869371,10452,2023-10-30,1,10.0,Mystery,"Baldacci, David"
53869371,10452,2023-10-30,1,9.5,Mystery,"Baldacci, David"
53869371,10452,2023-10-30,1,9.99,American History,"Baldacci, David"
16476073,10454,2023-10-30,1,7.0,Young Adult & Teen,"Maniscalco, Kerri"
16476073,10454,2023-10-30,1,5.99,Westerns,
16476073,10454,2023-10-30,1,7.0,Young Adult & Teen,"Selfors, Suzanne"
16476073,10454,2023-10-30,1,6.5,Young Adult & Teen,"Hale, Shannon"
16476073,10454,2023-10-30,1,5.0,American History,"Speare, Elizabeth George"
44729714,10455,2023-10-30,1,4.5,Romance,"Marts, Jennie"
44729714,10455,2023-10-30,1,4.98,Romance,"Armentrout, Jennifer L."
44729714,10455,2023-10-30,1,8.0,Romance,"Burton, Jaci"
33175621,10456,2023-10-30,1,8.5,Fiction,"Erdrich, Louise"
33175621,10456,2023-10-30,1,9.0,Romance,"Greenwood, T."
73784388,10457,2023-10-30,1,9.0,Young Adult & Teen,"Riordan, Rick"
2681245,10459,2023-10-30,1,5.0,American History,"Connelly, Michael"
2681245,10459,2023-10-30,1,3.84,Mystery,"Child, Lee"
2681245,10459,2023-10-30,1,8.5,Mystery,"Crichton, Michael,Wilson, Daniel H."
2681245,10459,2023-10-30,1,5.0,Mystery,"Cussler, Clive,Morrison, Boyd"
20394493,10460,2023-10-31,1,3.5,Mystery,"Coyle, Cleo"
70843583,10461,2023-10-31,1,7.0,Fiction,"Hilderbrand, Elin"
70843583,10461,2023-10-31,1,8.5,American History,"Rossiter, Nan"
64543048,10462,2023-10-31,1,4.0,Mystery,"Rollins, James"
64543048,10462,2023-10-31,1,3.75,Mystery,"McCullough, Colleen"
7311109,10465,2023-10-31,1,5.0,Mystery,"Patterson, James"
7311109,10465,2023-10-31,1,5.0,Mystery,"Patterson, James,Paetro, Maxine"
7311109,10465,2023-10-31,1,8.5,Mystery,"Patterson, James"
24904629,10466,2023-10-31,1,3.62,Romance Series,"Lynn, Jill"
24904629,10466,2023-10-31,1,3.62,Romance Series,"Bale, Leigh"
3997857,10467,2023-10-31,1,5.0,Romance,"Roberts, Nora"
3997857,10467,2023-10-31,1,4.0,Romance,"Roberts, Nora"
3997857,10467,2023-10-31,1,9.0,Romance,"Roberts, Nora"
43740864,10469,2023-10-31,1,4.99,Kid's Chapter Books,"Knebel, Cigdem"
43740864,10469,2023-10-31,1,4.5,Young Adult & Teen,"Wallace, Brandon"
43740864,10469,2023-10-31,1,13.48,Spirituality,"Jwing-Ming, Yang"
43740864,10469,2023-10-31,1,9.99,Business & Management,"Ferriss, Tim"
98242634,10470,2023-10-31,1,5.0,Romance,"Carr, Robyn"
98242634,10470,2023-10-31,1,4.0,Romance,"Brown, Carolyn"
98242634,10470,2023-10-31,1,4.0,Romance,"Brown, Carolyn"
17910262,10471,2023-10-31,1,5.0,Mystery,"Roberts, Nora"
17910262,10471,2023-10-31,1,4.0,Mystery,"Roberts, Nora"
17910262,10471,2023-10-31,1,4.5,Romance,"Woods, Sherryl"
17910262,10471,2023-10-31,1,5.0,Romance,"Wiggs, Susan"
38217067,10472,2023-10-31,1,4.5,Paranormal Romance,"Leigh, Lora"
38217067,10472,2023-10-31,1,5.0,Paranormal Romance,"Ward, J.R."
38217067,10472,2023-10-31,1,5.0,Paranormal Romance,"Ward, J.R."
38217067,10472,2023-10-31,1,6.5,Erotica,"Leigh, Lora"
10903421,10473,2023-10-31,1,4.0,Fantasy,"Lackey, Mercedes"
10903421,10473,2023-10-31,1,4.0,Fantasy,"Lackey, Mercedes"
10903421,10473,2023-10-31,1,4.5,Fantasy,"Lackey, Mercedes"
87287943,10474,2023-10-31,1,8.0,Memoirs,"Drummond, Ree"
87287943,10474,2023-10-31,1,9.99,Memoirs,"Schwarzenegger, Arnold"
87287943,10474,2023-10-31,1,10.0,American History,"Smith, L. J."
87287943,10474,2023-10-31,1,9.5,American History,"Dashner, James"
87287943,10474,2023-10-31,1,6.0,American History,"Dessen, Sarah"
35254379,10475,2023-11-01,1,5.0,Mystery,"Jewell, Lisa"
35254379,10475,2023-11-01,1,4.0,Mystery,"Krentz, Jayne Ann"
35254379,10475,2023-11-01,1,4.0,Mystery,"Grisham, John"
35254379,10475,2023-11-01,1,14.98,Mystery,"Grisham, John"
35254379,10475,2023-11-01,1,8.5,Mystery,"Grisham, John"
35254379,10475,2023-11-01,1,5.0,Mystery,"Hauty, Chris"
35254379,10475,2023-11-01,1,5.0,American History,"Grisham, John"
15499868,10476,2023-11-01,1,4.5,Horror,"Alten, Steve"
15499868,10476,2023-11-01,1,4.0,Horror,"Koontz, Dean"
53133656,10477,2023-11-01,1,12.99,Art,"McDonald, Georgina"
53133656,10477,2023-11-01,1,5.0,Mystery,"Woods, Stuart"
53133656,10477,2023-11-01,1,5.0,Mystery,"Woods, Stuart"
53133656,10477,2023-11-01,1,5.0,Mystery,"Woods, Stuart"
53133656,10477,2023-11-01,1,5.5,Mystery,"Woods, Stuart"
53133656,10477,2023-11-01,1,2.0,Westerns,
23378025,10478,2023-11-01,1,4.0,Mystery,"Hoag, Tami"
44729714,10479,2023-11-01,1,7.48,Fantasy,"Groff, Lauren"
44729714,10479,2023-11-01,1,9.5,Fantasy,"Lawhead, Stephen R."
44729714,10479,2023-11-01,1,13.5,Fiction,"Henry, Emily"
44729714,10479,2023-11-01,1,8.5,Young Adult & Teen,"Reid, Taylor Jenkins"
44729714,10479,2023-11-01,1,5.0,Fantasy,"Pratchett, Terry"
12436569,10480,2023-11-01,1,4.99,Stickers,
12436569,10480,2023-11-01,1,4.99,Stickers,
12436569,10480,2023-11-01,2,7.99,Westerns,
62768818,10481,2023-11-01,1,6.5,Young Adult & Teen,"Kate, Lauren"
62768818,10481,2023-11-01,1,5.5,Young Adult & Teen,"Kate, Lauren"
48376136,10482,2023-11-01,1,7.5,Mystery,"Thurlo, Aimée,Thurlo, David"
48376136,10482,2023-11-01,1,8.0,Mystery,"Thurlo, Aimée,Thurlo, David"
48376136,10482,2023-11-01,1,8.0,Historical Fiction,"Jenoff, Pam"
48376136,10482,2023-11-01,1,8.5,Historical Fiction,"Hooper, Elise"
28709824,10483,2023-11-02,1,5.0,Mystery,"Patterson, James,Ledwidge, Michael"
28709824,10483,2023-11-02,1,5.0,Mystery,"Patterson, James"
28709824,10483,2023-11-02,1,5.0,Mystery,"Baldacci, David"
28709824,10483,2023-11-02,1,8.5,Mystery,"Baldacci, David"
80026426,10484,2023-11-02,1,10.0,Young Adult & Teen,"Hoover, Colleen"
80026426,10484,2023-11-02,1,9.99,Young Adult & Teen,"Hoover, Colleen"
80026426,10484,2023-11-02,1,16.99,Young Adult & Teen,"Hoover, Colleen"
80026426,10484,2023-11-02,1,5.5,Mystery,"Miranda, Megan"
6863128,10485,2023-11-02,1,3.5,Fantasy,"Bujold, Lois McMaster"
6863128,10485,2023-11-02,1,5.0,Philosophy,"Nietzsche, Friedrich"
6863128,10485,2023-11-02,1,4.0,Fantasy,"Bujold, Lois McMaster"
6863128,10485,2023-11-02,1,7.0,Mystery,"Cussler, Clive"
6863128,10485,2023-11-02,1,3.5,Science Fiction,"Sleator, William"
94307429,10486,2023-11-02,1,6.48,Mystery,"Stark, Richard"
94307429,10486,2023-11-02,1,6.5,Mystery,"Pratt, Scott"
54476530,10487,2023-11-02,1,5.0,Mystery,"Campbell, Michele"
54476530,10487,2023-11-02,1,5.0,Mystery,"Brennan, Allison"
54476530,10487,2023-11-02,1,6.0,Mystery,
54476530,10487,2023-11-02,1,7.0,Mystery,"Rickstad, Eric"
90211447,10488,2023-11-02,1,5.0,Mystery,"Jackson, Lisa"
90211447,10488,2023-11-02,1,5.0,Mystery,"Jackson, Lisa"
90211447,10488,2023-11-02,1,4.0,Mystery,"Jackson, Lisa"
90211447,10488,2023-11-02,1,5.0,Mystery,"Patterson, James,Born, James O."
20446437,10489,2023-11-02,1,9.5,Historical Fiction,"Meacham, Leila"
20446437,10489,2023-11-02,1,5.0,Mystery,"DeMille, Nelson"
20446437,10489,2023-11-02,1,3.99,Fantasy,"Beeron, A."
20446437,10489,2023-11-02,1,6.5,Fantasy,"Rothfuss, Patrick"
20446437,10489,2023-11-02,1,7.98,Romance,"Wiggs, Susan"
96932131,10490,2023-11-02,1,3.5,Kid's Chapter Books,"Kloepfer, John"
96932131,10490,2023-11-02,1,8.48,Horror,"Palahniuk, Chuck"
96932131,10490,2023-11-02,1,4.0,Kid's Chapter Books,"Stine, R.L."
91403063,10491,2023-11-02,1,5.0,Mystery,"Jackson, Lisa"
91403063,10491,2023-11-02,1,4.0,Mystery,"Jackson, Lisa,Bush, Nancy"
91403063,10491,2023-11-02,1,4.0,Mystery,"Jackson, Lisa"
91403063,10491,2023-11-02,1,4.5,Mystery,"Hunter, Stephen"
91403063,10491,2023-11-02,1,4.0,Mystery,"Jackson, Lisa"
91403063,10491,2023-11-02,1,5.0,Mystery,"Jackson, Lisa,Bush, Nancy"
91403063,10491,2023-11-02,4,0.25,Westerns,
82512804,10492,2023-11-02,1,4.5,Mystery,"Beaton, M. C."
82512804,10492,2023-11-02,1,5.0,Mystery,"Patterson, James"
95356235,10493,2023-11-03,1,5.0,Mystery,"DeMille, Nelson"
95356235,10493,2023-11-03,1,5.0,Mystery,"DeMille, Nelson"
99350956,10494,2023-11-03,1,5.0,Mystery,"Woods, Stuart"
99350956,10494,2023-11-03,1,5.0,Mystery,"Woods, Stuart"
99350956,10494,2023-11-03,1,5.5,Mystery,"Woods, Stuart"
99350956,10494,2023-11-03,1,5.0,Mystery,"Woods, Stuart"
99350956,10494,2023-11-03,1,10.5,Mystery,"Patterson, James"
74582464,10495,2023-11-03,1,11.99,Science Fiction,"Corey, James S. A."
74582464,10495,2023-11-03,1,11.99,Science Fiction,"Corey, James S. A."
74582464,10495,2023-11-03,1,11.99,Science Fiction,"Corey, James S. A."
2292489,10496,2023-11-03,1,4.98,Westerns,"Carter, Forrest"
2292489,10496,2023-11-03,1,3.0,Westerns,"Burleson, Frank"
2292489,10496,2023-11-03,1,3.75,Westerns,"Cogburn, Brett"
11400998,10497,2023-11-03,1,14.5,Fiction,"Garmus, Bonnie"
64043791,10498,2023-11-03,1,9.0,Memoirs,"Forden, Sara Gay"
64043791,10498,2023-11-03,1,10.0,Fiction,"Kallos, Stephanie"
3627006,10499,2023-11-03,1,3.0,Westerns,
86073561,10500,2023-11-03,1,7.99,Historical Fiction,"Harper, Karen"
86073561,10500,2023-11-03,1,9.99,Historical Fiction,"Guterson, David"
59086864,10501,2023-11-03,1,15.99,Fiction,"Hannah, Kristin"
59086864,10501,2023-11-03,1,2.99,Kid's Board Books,"White, Teagan"
58867716,10502,2023-11-03,1,3.5,Romance,"Macomber, Debbie"
58867716,10502,2023-11-03,1,4.0,Romance,"Wilde, Lori"
14982521,10503,2023-11-03,1,5.0,Mystery,"Patterson, James,Ellis, David"
14982521,10503,2023-11-03,1,5.0,Mystery,"Jance, J. A"
76829215,10504,2023-11-03,1,8.99,Mystery,"Baldacci, David"
76829215,10504,2023-11-03,1,9.5,Mystery,"Harris, Robert"
1914122,10505,2023-11-04,1,5.0,Mystery,"Gardner, Lisa"
1914122,10505,2023-11-04,1,4.0,American History,"Gardner, Lisa"
36972746,10506,2023-11-04,1,7.5,Puzzles,
59512172,10507,2023-11-04,1,9.99,Fiction,"Hoffman, Alice"
20785895,10508,2023-11-04,1,6.98,Kid's Chapter Books,"Kinney, Jeff"
20785895,10508,2023-11-04,1,5.5,American History,"Rowling, J.K."
71919867,10509,2023-11-04,1,14.49,Fantasy,"Anderson, Kevin J."
71919867,10509,2023-11-04,1,12.99,Fantasy,"Anderson, Kevin J."
71919867,10509,2023-11-04,1,10.99,Fantasy,"Anderson, Kevin J."
71919867,10509,2023-11-04,1,11.0,Fantasy,"Aaron, Rachel"
43487042,10510,2023-11-04,1,5.0,Fiction,"Grisham, John"
43487042,10510,2023-11-04,1,4.5,Westerns,"Johnstone, William W.,Johnstone, J.A."
68171377,10512,2023-11-04,1,4.0,Paranormal Romance,"Feehan, Christine"
68171377,10512,2023-11-04,1,4.0,Paranormal Romance,"Feehan, Christine"
68171377,10512,2023-11-04,1,4.0,Paranormal Romance,"Feehan, Christine"
35816195,10513,2023-11-04,1,5.0,Mystery,"Box, C. J."
35816195,10513,2023-11-04,1,11.99,Mystery,"Bowen, Rhys"
35816195,10513,2023-11-04,1,5.0,Mystery,"Box, C.J."
35816195,10513,2023-11-04,1,9.0,American History,"Baldacci, David"
52702921,10515,2023-11-04,1,4.0,Mystery,"Jance, J.A."
52702921,10515,2023-11-04,1,4.0,Mystery,"Jance, J.A."
52702921,10515,2023-11-04,1,4.0,Romance,"Thomas, Jodi"
52702921,10515,2023-11-04,1,4.0,Romance,"Johnston, Joan"
52702921,10515,2023-11-04,1,5.48,Romance,"Lowell, Elizabeth"
52702921,10515,2023-11-04,1,3.75,Romance,"Johnston, Joan"
52702921,10515,2023-11-04,1,4.0,Romance,"Richardson, Sara"
52702921,10515,2023-11-04,1,2.25,Westerns,"Newcomb, Kerry"
52702921,10515,2023-11-04,1,2.5,Westerns,"Boyer, Glenn G."
52702921,10515,2023-11-04,1,4.0,Romance,"Wilde, Lori"
68796778,10517,2023-11-04,1,4.0,Mystery,"Fluke, Joanne,Meier, Leslie,Levine, Laura"
68796778,10517,2023-11-04,1,3.5,Mystery,"Fluke, Joanne"
44205959,10518,2023-11-04,1,2.0,Fantasy,"Anthony, Piers"
44205959,10518,2023-11-04,1,2.0,Fantasy,"Anthony, Piers"
86849487,10519,2023-11-04,1,5.0,Westerns,"Kelton, Elmer"
86849487,10519,2023-11-04,1,2.0,Westerns,"L'Amour, Louis"
86849487,10519,2023-11-04,1,1.0,Westerns,"Lamour, Louis"
26011806,10520,2023-11-06,1,14.0,Fiction,"Walls, Jeannette"
26011806,10520,2023-11-06,1,14.49,Best Seller,"Doerr, Anthony"
74415991,10521,2023-11-06,1,4.0,Mystery,"Box, C. J."
74415991,10521,2023-11-06,1,5.99,Mystery,"Box, C. J."
68169503,10522,2023-11-06,1,8.48,Westerns,"L'Amour, Louis"
68169503,10522,2023-11-06,1,9.99,American History,"Clark, Mary Higgins,Burke, Alafair"
68169503,10522,2023-11-06,1,5.0,Mystery,"Clark, Mary Higgins"
68169503,10522,2023-11-06,1,3.0,Mystery,"L'Amour, Louis"
68169503,10522,2023-11-06,1,9.0,Westerns,"McMurtry, Larry"
71148885,10523,2023-11-06,1,5.0,Mystery,"Jance, J. A"
71148885,10523,2023-11-06,1,4.99,Mystery,"Grant, Kimi Cunningham"
71148885,10523,2023-11-06,1,5.0,Mystery,"Woods, Stuart"
71148885,10523,2023-11-06,1,5.0,Mystery,"Woods, Stuart"
71148885,10523,2023-11-06,1,5.0,Mystery,"Woods, Stuart"
71148885,10523,2023-11-06,1,5.0,Mystery,"Woods, Stuart"
71148885,10523,2023-11-06,1,5.0,Mystery,"James, Steven"
86649490,10524,2023-11-06,1,5.0,Mystery,"Patterson, James"
86649490,10524,2023-11-06,1,5.0,Mystery,"Baldacci, David"
86649490,10524,2023-11-06,1,5.0,Mystery,"Child, Lee"
54634398,10525,2023-11-06,1,5.0,Romance,"Woods, Sherryl"
54634398,10525,2023-11-06,1,12.48,Fiction,"Sparks, Nicholas"
54634398,10525,2023-11-06,1,5.0,Romance,
54634398,10525,2023-11-06,1,5.0,Mystery,"Sparks, Nicholas"
96325414,10526,2023-11-06,1,4.0,Mystery,"Neggers, Carla"
96325414,10526,2023-11-06,1,3.5,Mystery,"Neggers, Carla"
96325414,10526,2023-11-06,1,4.0,Mystery,"Neggers, Carla"
96325414,10526,2023-11-06,1,3.5,Mystery,"Neggers, Carla"
96325414,10526,2023-11-06,1,5.0,Romance,"Carr, Robyn"
96325414,10526,2023-11-06,1,3.99,Romance,"Anderson, Catherine"
11324355,10527,2023-11-07,1,5.0,Mystery,"Connelly, Michael"
96071014,10528,2023-11-07,1,5.99,Mystery,"Petrie, Nick"
96071014,10528,2023-11-07,1,5.5,Mystery,"Crais, Robert"
96071014,10529,2023-11-07,1,5.0,Mystery,"Child, Lee,Child, Andrew"
45389023,10530,2023-11-07,1,10.0,Romance,"Mansell, Jill"
45389023,10530,2023-11-07,1,9.5,Romance,"Score, Lucy"
45389023,10530,2023-11-07,1,9.0,Mystery,"Penny, Louise"
45389023,10530,2023-11-07,1,8.99,Fiction,"Andrews, Mary Kay"
45389023,10530,2023-11-07,1,5.0,Classics,"Bronte, Charlotte"
45389023,10530,2023-11-07,1,9.99,Mystery,"Grecian, Alex"
45389023,10530,2023-11-07,1,7.99,Mystery,"Neuhaus, Nele"
85013414,10531,2023-11-07,1,7.0,Christian Fiction,"Lewis, Beverly"
85013414,10531,2023-11-07,1,7.0,Christian Fiction,"Lewis, Beverly"
85013414,10531,2023-11-07,1,7.0,Christian Fiction,"Lewis, Beverly"
85013414,10531,2023-11-07,1,12.48,Fantasy,"Shinn, Sharon"
85013414,10531,2023-11-07,1,7.99,Romance,"Jackson, K.J."
85013414,10531,2023-11-07,1,7.5,American History,"Zouroudi, Anne"
85013414,10531,2023-11-07,1,11.0,Historical Fiction,"Learner, Tobsha"
16026742,10533,2023-11-07,1,3.62,Romance Series,"Johns, Patricia"
16026742,10533,2023-11-07,1,3.0,Romance Series,"Lewis, Patrice"
16026742,10533,2023-11-07,1,3.5,Romance Series,"Perry, Marta"
96719572,10534,2023-11-07,1,3.0,Fiction,"Binchy, Maeve"
96719572,10534,2023-11-07,1,4.0,Fiction,"Allen, Sarah Addison"
96719572,10534,2023-11-07,1,3.0,Fiction,"Kingsbury, Karen"
68378998,10535,2023-11-07,1,5.0,American History,"Zuckoff, Mitchell"
68378998,10535,2023-11-07,1,8.0,American History,"Trumbull, Robert"
17710923,10536,2023-11-07,1,10.0,Stationery,
4077534,10537,2023-11-07,1,8.5,Romance,"Byler, Linda"
87624489,10538,2023-11-07,1,4.99,Mystery,"Flynn, Vince"
87624489,10538,2023-11-07,1,4.0,Mystery,"DeMille, Nelson"
87624489,10538,2023-11-07,1,4.0,Mystery,"DeMille, Nelson"
87624489,10538,2023-11-07,1,6.0,Mystery,"Greaney, Mark"
87624489,10538,2023-11-07,1,9.5,Mystery,"Baldacci, David"
87624489,10538,2023-11-07,1,3.4,Historical Fiction,"Krueger, William Kent"
25875294,10540,2023-11-07,1,4.0,Horror,"Saul, John"
3997857,10541,2023-11-07,1,3.75,Romance,"Roberts, Nora"
3997857,10541,2023-11-07,1,5.0,Romance,"Roberts, Nora"
3997857,10541,2023-11-07,1,5.0,Mystery,"Brown, Sandra"
88757520,10542,2023-11-07,1,8.5,Fantasy,"Staten, Joseph"
13526504,10543,2023-11-07,1,5.0,Mystery,"Robb, J. D."
13526504,10543,2023-11-07,1,5.0,Mystery,"Robb, J. D."
13526504,10543,2023-11-07,1,8.0,Westerns,
13526504,10543,2023-11-07,1,5.0,Mystery,"Robb, J. D."
88757520,10544,2023-11-07,1,8.98,Inspirational,"Doolittle, Bev"
24162272,10545,2023-11-07,1,10.0,World History,"Seltzer, thomas (ed.)"
24162272,10545,2023-11-07,1,5.0,Mystery,"Abbott, Adele"
24162272,10545,2023-11-07,1,8.0,World History,"Hart, Basil H. Liddell"
74608478,10546,2023-11-08,1,15.0,Christianity,"N/A,"
3439814,10547,2023-11-08,1,7.0,Collectibles,"Christie, Agatha"
3439814,10547,2023-11-08,1,10.0,Mystery,"Christie, Agatha"
95739045,10548,2023-11-08,1,7.5,Historical Fiction,"Warren, Robert Penn"
95739045,10548,2023-11-08,1,15.0,American History,"O'Reilly, Bill,Dugard, Martin"
95739045,10548,2023-11-08,1,15.0,American History,"O'Reilly, Bill,Dugard, Martin"
95739045,10548,2023-11-08,1,15.0,American History,"O'Reilly, Bill,Dugard, Martin"
51713386,10549,2023-11-08,1,3.5,Westerns,"L'Amour, Louis"
51713386,10549,2023-11-08,1,3.5,Westerns,"L'Amour, Louis"
51713386,10549,2023-11-08,1,3.5,Westerns,"L'Amour, Louis"
51713386,10549,2023-11-08,1,5.99,Westerns,"L'Amour, Louis"
51713386,10549,2023-11-08,1,8.0,Westerns,"McMurtry, Larry"
99043452,10551,2023-11-08,1,5.0,Mystery,"Child, Lee"
99043452,10551,2023-11-08,1,5.0,Mystery,"Whyte, Jack"
99043452,10551,2023-11-08,1,5.0,Mystery,"Berry, Steve"
99043452,10551,2023-11-08,1,5.0,Mystery,"Child, Lee"
99043452,10551,2023-11-08,1,8.0,American History,"Meltzer, Brad"
35475750,10552,2023-11-08,1,4.5,Paranormal Romance,"Showalter, Gena"
35475750,10552,2023-11-08,1,3.88,Romance Series,"Worth, Lenora,Lee, Katy"
35475750,10552,2023-11-08,1,3.75,Romance Series,"Turner, Darlene L."
35475750,10552,2023-11-08,6,3.5,Westerns,
74435098,10553,2023-11-08,1,3.5,Science Fiction,"Harper, Tara K."
74435098,10553,2023-11-08,1,5.0,American History,"Cussler, Clive,Cussler, Dirk"
74435098,10553,2023-11-08,1,3.5,Mystery,"Cavender, Chris"
74435098,10553,2023-11-08,1,4.0,Mystery,"McLaughlin, Staci"
74435098,10553,2023-11-08,1,5.0,Mystery,"Jance, J. A"
74435098,10553,2023-11-08,1,5.5,Mystery,"Coulter, Catherine"
74435098,10553,2023-11-08,1,5.0,Mystery,"Coulter, Catherine"
74435098,10553,2023-11-08,1,5.0,Mystery,"Cussler, Clive"
74435098,10553,2023-11-08,1,5.0,Mystery,"Woods, Stuart"
74435098,10553,2023-11-08,1,5.0,Mystery,"Kellerman, Jonathan"
74435098,10553,2023-11-08,1,5.0,Mystery,"Woods, Stuart"
67586929,10554,2023-11-08,1,9.0,Young Adult & Teen,"Clare, Cassandra"
67586929,10554,2023-11-08,1,4.0,Reference,"Merriam-Webster,"
26174846,10555,2023-11-08,1,4.5,Mystery,"O'Connor, Carlene"
26174846,10555,2023-11-08,1,4.0,Mystery,"Griffin, Laura"
38126437,10556,2023-11-08,1,4.5,Paranormal Romance,"Briggs, Patricia"
38126437,10556,2023-11-08,1,5.0,Fantasy,"Butcher, Jim"
38126437,10556,2023-11-08,1,6.0,Fantasy,"Wexler, Django"
32064896,10557,2023-11-08,1,2.99,Westerns,"Roberts, J. R."
32064896,10557,2023-11-08,1,2.99,Westerns,"Ballas, Jack"
32064896,10557,2023-11-08,1,2.99,Westerns,
32064896,10557,2023-11-08,1,2.0,Westerns,
21702969,10558,2023-11-08,1,39.99,Religion,
21702969,10558,2023-11-08,1,5.0,Westerns,
55403368,10559,2023-11-08,1,11.48,Historical Fiction,"Bebris, Carrie"
11520115,10560,2023-11-08,1,20.0,Young Adult & Teen,"Riordan, Rick"
13283353,10561,2023-11-09,1,15.0,Stationery,
26597751,10562,2023-11-09,1,4.5,Romance,"March, Emily"
26597751,10562,2023-11-09,1,6.5,Romance,"Squires, Megan"
26597751,10562,2023-11-09,1,4.0,Romance,"Cane, Emma"
26597751,10562,2023-11-09,1,4.0,Romance,"Ross, JoAnn"
26597751,10562,2023-11-09,1,5.0,Romance,"Thayne, RaeAnne"
26597751,10562,2023-11-09,1,5.0,Westerns,
26597751,10562,2023-11-09,1,5.0,Romance,"Thomas, Jodi"
88972091,10563,2023-11-09,1,3.38,Romance,"Queen, Connie"
88972091,10563,2023-11-09,1,3.88,Romance,"Giusti, Debby"
20936075,10566,2023-11-09,1,8.5,Kid's Non Fiction ,"Yaccarino, Dan"
20936075,10566,2023-11-09,1,3.99,Westerns,
95695051,10567,2023-11-09,1,8.5,Historical Fiction,"McMorris, Kristina"
95695051,10567,2023-11-09,1,9.0,Historical Fiction,"Gunning, Sally Cabot"
95695051,10567,2023-11-09,1,10.0,Historical Fiction,"Gingrich, Newt,Forstchen, William R."
95695051,10567,2023-11-09,1,9.0,Historical Fiction,"Campbell, Olivia"
95695051,10567,2023-11-09,4,2.0,Kid's Chapter Books,"Bowman, Crystal"
95695051,10567,2023-11-09,1,9.99,Historical Fiction,"Michener, James A."
14463105,10568,2023-11-09,1,5.0,Mystery,"Margolin, Phillip"
14463105,10568,2023-11-09,1,4.5,Westerns,"Johnstone, William W.,Johnstone, J.A."
14463105,10568,2023-11-09,1,6.0,Mystery,"Box, C.J."
14463105,10568,2023-11-09,1,8.5,Mystery,"Griffin, Patience"
14463105,10568,2023-11-09,1,8.5,Mystery,"Griffin, Patience"
14463105,10568,2023-11-09,1,9.5,Fiction,"Leonard, Elmore"
14463105,10568,2023-11-09,1,7.0,Fiction,"McCarthy, Erin"
52403507,10569,2023-11-09,1,12.5,Hobbies & Crafts,"Lintott, Pam"
52403507,10569,2023-11-09,1,5.4,Historical Fiction,"Winspear, Jacqueline"
12569649,10570,2023-11-09,1,8.0,Fiction,"Hosseini, Khaled"
54640702,10571,2023-11-09,1,15.5,Fiction,"Hannah, Kristin"
54640702,10571,2023-11-09,1,17.99,Young Adult & Teen,"Hoover, Colleen"
54640702,10571,2023-11-09,1,8.0,Mystery,"Jewell, Lisa"
37318994,10572,2023-11-09,1,9.99,Mystery,"Johnson, Craig"
37318994,10572,2023-11-09,1,3.0,Mystery,"Atherton, Nancy"
79329231,10573,2023-11-09,2,3.99,Westerns,
